CSDUID,CSD,Period,IndicatorSummaryDescription,UnitOfMeasure,OriginalValue
4819041,Smoky River No. 130,2008,Dwelling Units,,783
4819041,Smoky River No. 130,2009,Dwelling Units,,783
4819041,Smoky River No. 130,2010,Dwelling Units,,783
4819041,Smoky River No. 130,2011,Dwelling Units,,819
4819041,Smoky River No. 130,2012,Dwelling Units,,796
4819041,Smoky River No. 130,2013,Dwelling Units,,796
4819041,Smoky River No. 130,2014,Dwelling Units,,800
4819041,Smoky River No. 130,2015,Dwelling Units,,0
4819041,Smoky River No. 130,2016,Dwelling Units,,802
4819041,Smoky River No. 130,2017,Dwelling Units,,802
4819041,Smoky River No. 130,2018,Dwelling Units,,804
4819041,Smoky River No. 130,2019,Dwelling Units,,845
4819041,Smoky River No. 130,2020,Dwelling Units,,926
4819041,Smoky River No. 130,2021,Dwelling Units,,921
4819041,Smoky River No. 130,2022,Dwelling Units,,921
4810036,Vermilion River County,1994,Dwelling Units,,2574
4810036,Vermilion River County,1995,Dwelling Units,,2574
4810036,Vermilion River County,1996,Dwelling Units,,2570
4810036,Vermilion River County,1997,Dwelling Units,,2590
4810036,Vermilion River County,1998,Dwelling Units,,2597
4810036,Vermilion River County,1999,Dwelling Units,,2688
4810036,Vermilion River County,2000,Dwelling Units,,2890
4810036,Vermilion River County,2001,Dwelling Units,,2939
4810036,Vermilion River County,2002,Dwelling Units,,2998
4810036,Vermilion River County,2003,Dwelling Units,,3045
4810036,Vermilion River County,2004,Dwelling Units,,3051
4810036,Vermilion River County,2005,Dwelling Units,,3082
4810036,Vermilion River County,2006,Dwelling Units,,3154
4810036,Vermilion River County,2007,Dwelling Units,,3256
4810036,Vermilion River County,2008,Dwelling Units,,3943
4810036,Vermilion River County,2009,Dwelling Units,,3973
4810036,Vermilion River County,2010,Dwelling Units,,3406
4810036,Vermilion River County,2011,Dwelling Units,,3450
4810036,Vermilion River County,2012,Dwelling Units,,3436
4810036,Vermilion River County,2013,Dwelling Units,,2922
4810036,Vermilion River County,2014,Dwelling Units,,3130
4810036,Vermilion River County,2015,Dwelling Units,,3314
4810036,Vermilion River County,2016,Dwelling Units,,3387
4810036,Vermilion River County,2017,Dwelling Units,,3387
4810036,Vermilion River County,2018,Dwelling Units,,3387
4810036,Vermilion River County,2019,Dwelling Units,,3387
4810036,Vermilion River County,2020,Dwelling Units,,3387
4810036,Vermilion River County,2021,Dwelling Units,,3274
4810036,Vermilion River County,2022,Dwelling Units,,3494
4810036,Vermilion River County,2023,Dwelling Units,,3506
4810038,Paradise Valley,2023,Dwelling Units,,76
4810038,Paradise Valley,1994,Dwelling Units,,63
4810038,Paradise Valley,1995,Dwelling Units,,63
4810038,Paradise Valley,1996,Dwelling Units,,62
4810038,Paradise Valley,1997,Dwelling Units,,64
4810038,Paradise Valley,1998,Dwelling Units,,64
4810038,Paradise Valley,1999,Dwelling Units,,69
4810038,Paradise Valley,2000,Dwelling Units,,70
4810038,Paradise Valley,2001,Dwelling Units,,72
4810038,Paradise Valley,2002,Dwelling Units,,73
4810038,Paradise Valley,2003,Dwelling Units,,73
4810038,Paradise Valley,2004,Dwelling Units,,75
4810038,Paradise Valley,2005,Dwelling Units,,73
4810038,Paradise Valley,2006,Dwelling Units,,73
4810038,Paradise Valley,2007,Dwelling Units,,78
4810038,Paradise Valley,2008,Dwelling Units,,78
4810038,Paradise Valley,2009,Dwelling Units,,78
4810038,Paradise Valley,2010,Dwelling Units,,78
4810038,Paradise Valley,2011,Dwelling Units,,77
4810038,Paradise Valley,2012,Dwelling Units,,76
4810038,Paradise Valley,2013,Dwelling Units,,76
4810038,Paradise Valley,2014,Dwelling Units,,76
4810038,Paradise Valley,2015,Dwelling Units,,76
4810038,Paradise Valley,2016,Dwelling Units,,76
4810038,Paradise Valley,2017,Dwelling Units,,76
4810038,Paradise Valley,2018,Dwelling Units,,76
4810038,Paradise Valley,2019,Dwelling Units,,76
4810038,Paradise Valley,2020,Dwelling Units,,76
4810038,Paradise Valley,2021,Dwelling Units,,76
4810038,Paradise Valley,2022,Dwelling Units,,76
4817021,High Prairie,1994,Dwelling Units,,993
4817021,High Prairie,1995,Dwelling Units,,993
4817021,High Prairie,1996,Dwelling Units,,879
4817021,High Prairie,1997,Dwelling Units,,876
4817021,High Prairie,1998,Dwelling Units,,881
4817021,High Prairie,1999,Dwelling Units,,895
4817021,High Prairie,2000,Dwelling Units,,885
4817021,High Prairie,2001,Dwelling Units,,893
4817021,High Prairie,2002,Dwelling Units,,872
4817021,High Prairie,2003,Dwelling Units,,857
4817021,High Prairie,2004,Dwelling Units,,859
4817021,High Prairie,2005,Dwelling Units,,868
4817021,High Prairie,2006,Dwelling Units,,875
4817021,High Prairie,2007,Dwelling Units,,907
4817021,High Prairie,2008,Dwelling Units,,907
4817021,High Prairie,2009,Dwelling Units,,908
4817021,High Prairie,2010,Dwelling Units,,909
4817021,High Prairie,2011,Dwelling Units,,1028
4817021,High Prairie,2012,Dwelling Units,,1038
4817021,High Prairie,2013,Dwelling Units,,1036
4817021,High Prairie,2014,Dwelling Units,,1034
4817021,High Prairie,2015,Dwelling Units,,1032
4817021,High Prairie,2016,Dwelling Units,,1031
4817021,High Prairie,2017,Dwelling Units,,1036
4817021,High Prairie,2018,Dwelling Units,,1038
4817021,High Prairie,2019,Dwelling Units,,1040
4817021,High Prairie,2020,Dwelling Units,,1040
4817021,High Prairie,2021,Dwelling Units,,1045
4817021,High Prairie,2022,Dwelling Units,,1045
4817026,Northern Sunrise County,1994,Dwelling Units,,335
4817026,Northern Sunrise County,1995,Dwelling Units,,335
4817026,Northern Sunrise County,1996,Dwelling Units,,701
4817026,Northern Sunrise County,1997,Dwelling Units,,701
4817026,Northern Sunrise County,1998,Dwelling Units,,701
4817026,Northern Sunrise County,1999,Dwelling Units,,787
4817026,Northern Sunrise County,2000,Dwelling Units,,790
4817026,Northern Sunrise County,2001,Dwelling Units,,798
4817026,Northern Sunrise County,2002,Dwelling Units,,801
4817026,Northern Sunrise County,2003,Dwelling Units,,805
4817026,Northern Sunrise County,2004,Dwelling Units,,810
4817026,Northern Sunrise County,2005,Dwelling Units,,817
4817026,Northern Sunrise County,2006,Dwelling Units,,818
4817026,Northern Sunrise County,2007,Dwelling Units,,845
4817026,Northern Sunrise County,2008,Dwelling Units,,862
4817026,Northern Sunrise County,2009,Dwelling Units,,870
4817026,Northern Sunrise County,2010,Dwelling Units,,870
4817026,Northern Sunrise County,2011,Dwelling Units,,817
4817026,Northern Sunrise County,2012,Dwelling Units,,865
4817026,Northern Sunrise County,2013,Dwelling Units,,794
4817026,Northern Sunrise County,2014,Dwelling Units,,868
4817026,Northern Sunrise County,2015,Dwelling Units,,866
4817026,Northern Sunrise County,2016,Dwelling Units,,899
4817026,Northern Sunrise County,2017,Dwelling Units,,902
4817026,Northern Sunrise County,2018,Dwelling Units,,901
4817026,Northern Sunrise County,2019,Dwelling Units,,905
4817026,Northern Sunrise County,2020,Dwelling Units,,917
4817026,Northern Sunrise County,2021,Dwelling Units,,942
4817026,Northern Sunrise County,2022,Dwelling Units,,957
4817026,Northern Sunrise County,2023,Dwelling Units,,957
4817027,Big Lakes County,2023,Dwelling Units,,1660
4817027,Big Lakes County,1995,Dwelling Units,,1328
4817027,Big Lakes County,1996,Dwelling Units,,1819
4817027,Big Lakes County,1997,Dwelling Units,,1644
4817027,Big Lakes County,1998,Dwelling Units,,1646
4817027,Big Lakes County,1999,Dwelling Units,,1710
4817027,Big Lakes County,2000,Dwelling Units,,1560
4817027,Big Lakes County,2001,Dwelling Units,,1698
4817027,Big Lakes County,2002,Dwelling Units,,1698
4817027,Big Lakes County,2003,Dwelling Units,,1732
4817027,Big Lakes County,2004,Dwelling Units,,1682
4817027,Big Lakes County,2005,Dwelling Units,,1682
4817027,Big Lakes County,2006,Dwelling Units,,1682
4817027,Big Lakes County,2007,Dwelling Units,,1682
4817027,Big Lakes County,2008,Dwelling Units,,1682
4817027,Big Lakes County,2009,Dwelling Units,,1781
4817027,Big Lakes County,2010,Dwelling Units,,1883
4817027,Big Lakes County,2011,Dwelling Units,,1915
4817027,Big Lakes County,2012,Dwelling Units,,1979
4817027,Big Lakes County,2013,Dwelling Units,,2036
4817027,Big Lakes County,2014,Dwelling Units,,2062
4817027,Big Lakes County,2015,Dwelling Units,,2393
4817027,Big Lakes County,2016,Dwelling Units,,2393
4817027,Big Lakes County,2017,Dwelling Units,,2723
4817027,Big Lakes County,2018,Dwelling Units,,1601
4817027,Big Lakes County,2019,Dwelling Units,,1615
4817027,Big Lakes County,2020,Dwelling Units,,1615
4817027,Big Lakes County,2021,Dwelling Units,,1615
4817027,Big Lakes County,2022,Dwelling Units,,1615
4817029,Slave Lake,1994,Dwelling Units,,1789
4817029,Slave Lake,1995,Dwelling Units,,1789
4817029,Slave Lake,1996,Dwelling Units,,2067
4817029,Slave Lake,1997,Dwelling Units,,2340
4817029,Slave Lake,1998,Dwelling Units,,2355
4817029,Slave Lake,1999,Dwelling Units,,2360
4817029,Slave Lake,2000,Dwelling Units,,2371
4817029,Slave Lake,2001,Dwelling Units,,2396
4817029,Slave Lake,2002,Dwelling Units,,2422
4817029,Slave Lake,2003,Dwelling Units,,2422
4817029,Slave Lake,2004,Dwelling Units,,2459
4817029,Slave Lake,2005,Dwelling Units,,2506
4817029,Slave Lake,2006,Dwelling Units,,2554
4817029,Slave Lake,2007,Dwelling Units,,2624
4817029,Slave Lake,2008,Dwelling Units,,2660
4817029,Slave Lake,2009,Dwelling Units,,2660
4817029,Slave Lake,2010,Dwelling Units,,2660
4817029,Slave Lake,2011,Dwelling Units,,2027
4817029,Slave Lake,2012,Dwelling Units,,2001
4817029,Slave Lake,2013,Dwelling Units,,2001
4817029,Slave Lake,2014,Dwelling Units,,2556
4817029,Slave Lake,2015,Dwelling Units,,2566
4817029,Slave Lake,2016,Dwelling Units,,2574
4817029,Slave Lake,2017,Dwelling Units,,2574
4817029,Slave Lake,2018,Dwelling Units,,2574
4817029,Slave Lake,2019,Dwelling Units,,2274
4817029,Slave Lake,2020,Dwelling Units,,2274
4817029,Slave Lake,2021,Dwelling Units,,2683
4817029,Slave Lake,2022,Dwelling Units,,2683
4817029,Slave Lake,2023,Dwelling Units,,2683
4817031,Opportunity No. 17,2023,Dwelling Units,,1333
4817031,Opportunity No. 17,1995,Dwelling Units,,827
4817031,Opportunity No. 17,1996,Dwelling Units,,827
4817031,Opportunity No. 17,1997,Dwelling Units,,1003
4817031,Opportunity No. 17,1998,Dwelling Units,,983
4817031,Opportunity No. 17,1999,Dwelling Units,,1673
4817031,Opportunity No. 17,2000,Dwelling Units,,1033
4817031,Opportunity No. 17,2001,Dwelling Units,,992
4817031,Opportunity No. 17,2002,Dwelling Units,,1043
4817031,Opportunity No. 17,2003,Dwelling Units,,1043
4817031,Opportunity No. 17,2004,Dwelling Units,,1084
4817031,Opportunity No. 17,2005,Dwelling Units,,1095
4817031,Opportunity No. 17,2006,Dwelling Units,,1363
4817031,Opportunity No. 17,2007,Dwelling Units,,1179
4817031,Opportunity No. 17,2008,Dwelling Units,,1179
4817031,Opportunity No. 17,2009,Dwelling Units,,1213
4817031,Opportunity No. 17,2010,Dwelling Units,,1213
4817031,Opportunity No. 17,2011,Dwelling Units,,1220
4817031,Opportunity No. 17,2012,Dwelling Units,,1290
4817031,Opportunity No. 17,2013,Dwelling Units,,1320
4817031,Opportunity No. 17,2014,Dwelling Units,,1320
4817031,Opportunity No. 17,2015,Dwelling Units,,1320
4817031,Opportunity No. 17,2016,Dwelling Units,,1.32
4817031,Opportunity No. 17,2017,Dwelling Units,,1320
4817031,Opportunity No. 17,2018,Dwelling Units,,1320
4817031,Opportunity No. 17,2019,Dwelling Units,,1320
4817031,Opportunity No. 17,2020,Dwelling Units,,1320
4817031,Opportunity No. 17,2021,Dwelling Units,,1320
4817031,Opportunity No. 17,2022,Dwelling Units,,1320
4819042,McLennan,1994,Dwelling Units,,357
4819042,McLennan,1995,Dwelling Units,,357
4819042,McLennan,1996,Dwelling Units,,301
4819042,McLennan,1997,Dwelling Units,,301
4819042,McLennan,1998,Dwelling Units,,301
4819042,McLennan,1999,Dwelling Units,,303
4819042,McLennan,2000,Dwelling Units,,303
4819042,McLennan,2001,Dwelling Units,,305
4819042,McLennan,2002,Dwelling Units,,305
4819042,McLennan,2003,Dwelling Units,,305
4819042,McLennan,2004,Dwelling Units,,305
4819042,McLennan,2005,Dwelling Units,,310
4819042,McLennan,2006,Dwelling Units,,310
4819042,McLennan,2007,Dwelling Units,,310
4819042,McLennan,2008,Dwelling Units,,310
4819042,McLennan,2009,Dwelling Units,,312
4819042,McLennan,2010,Dwelling Units,,315
4819042,McLennan,2011,Dwelling Units,,312
4819042,McLennan,2012,Dwelling Units,,312
4819042,McLennan,2013,Dwelling Units,,310
4819042,McLennan,2014,Dwelling Units,,305
4819042,McLennan,2015,Dwelling Units,,310
4819042,McLennan,2016,Dwelling Units,,312
4819042,McLennan,2017,Dwelling Units,,312
4819042,McLennan,2018,Dwelling Units,,310
4819042,McLennan,2019,Dwelling Units,,310
4819042,McLennan,2020,Dwelling Units,,308
4819042,McLennan,2021,Dwelling Units,,304
4819042,McLennan,2022,Dwelling Units,,304
4819042,McLennan,2023,Dwelling Units,,301
4819044,Donnelly,1994,Dwelling Units,,164
4819044,Donnelly,1995,Dwelling Units,,164
4819044,Donnelly,1996,Dwelling Units,,168
4819044,Donnelly,1997,Dwelling Units,,172
4819044,Donnelly,1998,Dwelling Units,,170
4819044,Donnelly,1999,Dwelling Units,,170
4819044,Donnelly,2000,Dwelling Units,,170
4819044,Donnelly,2001,Dwelling Units,,169
4819044,Donnelly,2002,Dwelling Units,,170
4819044,Donnelly,2003,Dwelling Units,,170
4819044,Donnelly,2004,Dwelling Units,,170
4819044,Donnelly,2005,Dwelling Units,,170
4819044,Donnelly,2006,Dwelling Units,,166
4819044,Donnelly,2007,Dwelling Units,,173
4819044,Donnelly,2008,Dwelling Units,,175
4819044,Donnelly,2009,Dwelling Units,,175
4819044,Donnelly,2010,Dwelling Units,,175
4819044,Donnelly,2011,Dwelling Units,,166
4819044,Donnelly,2012,Dwelling Units,,166
4819044,Donnelly,2013,Dwelling Units,,166
4819044,Donnelly,2014,Dwelling Units,,169
4819044,Donnelly,2015,Dwelling Units,,169
4819044,Donnelly,2016,Dwelling Units,,170
4819044,Donnelly,2017,Dwelling Units,,170
4819044,Donnelly,2018,Dwelling Units,,170
4819044,Donnelly,2019,Dwelling Units,,170
4819044,Donnelly,2020,Dwelling Units,,170
4819044,Donnelly,2021,Dwelling Units,,170
4819044,Donnelly,2022,Dwelling Units,,170
4819046,Falher,1994,Dwelling Units,,441
4819046,Falher,1995,Dwelling Units,,441
4819046,Falher,1996,Dwelling Units,,423
4819046,Falher,1997,Dwelling Units,,363
4819046,Falher,1998,Dwelling Units,,366
4819046,Falher,1999,Dwelling Units,,366
4819046,Falher,2000,Dwelling Units,,366
4819046,Falher,2001,Dwelling Units,,444
4819046,Falher,2002,Dwelling Units,,445
4819046,Falher,2003,Dwelling Units,,445
4819046,Falher,2004,Dwelling Units,,442
4819046,Falher,2005,Dwelling Units,,442
4819046,Falher,2006,Dwelling Units,,447
4819046,Falher,2007,Dwelling Units,,447
4819046,Falher,2008,Dwelling Units,,447
4819046,Falher,2009,Dwelling Units,,449
4819046,Falher,2010,Dwelling Units,,449
4819046,Falher,2011,Dwelling Units,,467
4819046,Falher,2012,Dwelling Units,,468
4819046,Falher,2013,Dwelling Units,,468
4819046,Falher,2014,Dwelling Units,,468
4819046,Falher,2015,Dwelling Units,,472
4819046,Falher,2016,Dwelling Units,,471
4819046,Falher,2017,Dwelling Units,,471
4819046,Falher,2018,Dwelling Units,,471
4819046,Falher,2019,Dwelling Units,,471
4819046,Falher,2020,Dwelling Units,,471
4819046,Falher,2021,Dwelling Units,,471
4819046,Falher,2022,Dwelling Units,,471
4819046,Falher,2023,Dwelling Units,,471
4819068,Fairview,2023,Dwelling Units,,1470
4819068,Fairview,1994,Dwelling Units,,1189
4819068,Fairview,1995,Dwelling Units,,1189
4819068,Fairview,1996,Dwelling Units,,1113
4819068,Fairview,1997,Dwelling Units,,1130
4819068,Fairview,1998,Dwelling Units,,1154
4819068,Fairview,1999,Dwelling Units,,1161
4819068,Fairview,2000,Dwelling Units,,1166
4819068,Fairview,2001,Dwelling Units,,1171
4819068,Fairview,2002,Dwelling Units,,1177
4819068,Fairview,2003,Dwelling Units,,1177
4819068,Fairview,2004,Dwelling Units,,1184
4819068,Fairview,2005,Dwelling Units,,1185
4819068,Fairview,2006,Dwelling Units,,1193
4819068,Fairview,2007,Dwelling Units,,1199
4819068,Fairview,2008,Dwelling Units,,1199
4819068,Fairview,2009,Dwelling Units,,1199
4819068,Fairview,2010,Dwelling Units,,1219
4819068,Fairview,2011,Dwelling Units,,1218
4819068,Fairview,2012,Dwelling Units,,1230
4819068,Fairview,2013,Dwelling Units,,1233
4819068,Fairview,2014,Dwelling Units,,1237
4819068,Fairview,2015,Dwelling Units,,1244
4819068,Fairview,2016,Dwelling Units,,1255
4819068,Fairview,2017,Dwelling Units,,1470
4819068,Fairview,2018,Dwelling Units,,1470
4819068,Fairview,2019,Dwelling Units,,1470
4819068,Fairview,2020,Dwelling Units,,1470
4819068,Fairview,2021,Dwelling Units,,1470
4819068,Fairview,2022,Dwelling Units,,1470
4813001,Lac Ste. Anne County,1994,Dwelling Units,,2796
4813001,Lac Ste. Anne County,1995,Dwelling Units,,2796
4813001,Lac Ste. Anne County,1996,Dwelling Units,,3157
4813001,Lac Ste. Anne County,1997,Dwelling Units,,3157
4813001,Lac Ste. Anne County,1998,Dwelling Units,,3157
4813001,Lac Ste. Anne County,1999,Dwelling Units,,3187
4813001,Lac Ste. Anne County,2000,Dwelling Units,,3200
4813001,Lac Ste. Anne County,2001,Dwelling Units,,4290
4813001,Lac Ste. Anne County,2002,Dwelling Units,,4103
4813001,Lac Ste. Anne County,2003,Dwelling Units,,4103
4813001,Lac Ste. Anne County,2004,Dwelling Units,,4103
4813001,Lac Ste. Anne County,2005,Dwelling Units,,4550
4813001,Lac Ste. Anne County,2006,Dwelling Units,,4567
4813001,Lac Ste. Anne County,2007,Dwelling Units,,5142
4813001,Lac Ste. Anne County,2008,Dwelling Units,,5142
4813001,Lac Ste. Anne County,2009,Dwelling Units,,5142
4813001,Lac Ste. Anne County,2010,Dwelling Units,,5472
4813001,Lac Ste. Anne County,2011,Dwelling Units,,4959
4813001,Lac Ste. Anne County,2012,Dwelling Units,,5142
4813001,Lac Ste. Anne County,2013,Dwelling Units,,5704
4813001,Lac Ste. Anne County,2014,Dwelling Units,,5747
4813001,Lac Ste. Anne County,2015,Dwelling Units,,5559
4813001,Lac Ste. Anne County,2016,Dwelling Units,,5639
4813001,Lac Ste. Anne County,2017,Dwelling Units,,8346
4813001,Lac Ste. Anne County,2018,Dwelling Units,,10100
4813001,Lac Ste. Anne County,2019,Dwelling Units,,10100
4813001,Lac Ste. Anne County,2020,Dwelling Units,,6552
4813001,Lac Ste. Anne County,2021,Dwelling Units,,6403
4813001,Lac Ste. Anne County,2022,Dwelling Units,,7289
4813001,Lac Ste. Anne County,2023,Dwelling Units,,6449
4813002,Mayerthorpe,2023,Dwelling Units,,612
4813002,Mayerthorpe,1994,Dwelling Units,,586
4813002,Mayerthorpe,1995,Dwelling Units,,586
4813002,Mayerthorpe,1996,Dwelling Units,,570
4813002,Mayerthorpe,1997,Dwelling Units,,589
4813002,Mayerthorpe,1998,Dwelling Units,,597
4813002,Mayerthorpe,1999,Dwelling Units,,560
4813002,Mayerthorpe,2000,Dwelling Units,,595
4813002,Mayerthorpe,2001,Dwelling Units,,595
4813002,Mayerthorpe,2002,Dwelling Units,,613
4813002,Mayerthorpe,2003,Dwelling Units,,613
4813002,Mayerthorpe,2004,Dwelling Units,,613
4813002,Mayerthorpe,2005,Dwelling Units,,613
4813002,Mayerthorpe,2006,Dwelling Units,,620
4813002,Mayerthorpe,2007,Dwelling Units,,619
4813002,Mayerthorpe,2008,Dwelling Units,,611
4813002,Mayerthorpe,2009,Dwelling Units,,606
4813002,Mayerthorpe,2010,Dwelling Units,,620
4813002,Mayerthorpe,2011,Dwelling Units,,617
4813002,Mayerthorpe,2012,Dwelling Units,,614
4813002,Mayerthorpe,2013,Dwelling Units,,615
4813002,Mayerthorpe,2014,Dwelling Units,,615
4813002,Mayerthorpe,2015,Dwelling Units,,617
4813002,Mayerthorpe,2016,Dwelling Units,,610
4813002,Mayerthorpe,2017,Dwelling Units,,609
4813002,Mayerthorpe,2018,Dwelling Units,,608
4813002,Mayerthorpe,2019,Dwelling Units,,609
4813002,Mayerthorpe,2020,Dwelling Units,,607
4813002,Mayerthorpe,2021,Dwelling Units,,612
4813002,Mayerthorpe,2022,Dwelling Units,,612
4819048,Girouxville,1994,Dwelling Units,,135
4819048,Girouxville,1995,Dwelling Units,,135
4819048,Girouxville,1996,Dwelling Units,,135
4819048,Girouxville,1997,Dwelling Units,,129
4819048,Girouxville,1998,Dwelling Units,,161
4819048,Girouxville,1999,Dwelling Units,,129
4819048,Girouxville,2000,Dwelling Units,,129
4819048,Girouxville,2001,Dwelling Units,,142
4819048,Girouxville,2002,Dwelling Units,,142
4819048,Girouxville,2003,Dwelling Units,,142
4819048,Girouxville,2004,Dwelling Units,,142
4819048,Girouxville,2005,Dwelling Units,,142
4819048,Girouxville,2006,Dwelling Units,,142
4819048,Girouxville,2007,Dwelling Units,,142
4819048,Girouxville,2008,Dwelling Units,,142
4819048,Girouxville,2009,Dwelling Units,,142
4819048,Girouxville,2010,Dwelling Units,,142
4819048,Girouxville,2011,Dwelling Units,,142
4819048,Girouxville,2012,Dwelling Units,,142
4819048,Girouxville,2013,Dwelling Units,,141
4819048,Girouxville,2014,Dwelling Units,,147
4819048,Girouxville,2015,Dwelling Units,,147
4819048,Girouxville,2016,Dwelling Units,,147
4819048,Girouxville,2017,Dwelling Units,,146
4819048,Girouxville,2018,Dwelling Units,,146
4819048,Girouxville,2019,Dwelling Units,,146
4819048,Girouxville,2020,Dwelling Units,,146
4819048,Girouxville,2021,Dwelling Units,,146
4819048,Girouxville,2022,Dwelling Units,,146
4819048,Girouxville,2023,Dwelling Units,,146
4819049,Birch Hills County,2023,Dwelling Units,,665
4819049,Birch Hills County,1994,Dwelling Units,,90
4819049,Birch Hills County,1995,Dwelling Units,,577
4819049,Birch Hills County,1996,Dwelling Units,,631
4819049,Birch Hills County,1997,Dwelling Units,,593
4819049,Birch Hills County,1998,Dwelling Units,,645
4819049,Birch Hills County,1999,Dwelling Units,,666
4819049,Birch Hills County,2000,Dwelling Units,,645
4819049,Birch Hills County,2001,Dwelling Units,,636
4819049,Birch Hills County,2002,Dwelling Units,,640
4819049,Birch Hills County,2003,Dwelling Units,,650
4819049,Birch Hills County,2004,Dwelling Units,,655
4819049,Birch Hills County,2005,Dwelling Units,,662
4819049,Birch Hills County,2006,Dwelling Units,,662
4819049,Birch Hills County,2007,Dwelling Units,,662
4819049,Birch Hills County,2008,Dwelling Units,,623
4819049,Birch Hills County,2009,Dwelling Units,,628
4819049,Birch Hills County,2010,Dwelling Units,,631
4819049,Birch Hills County,2011,Dwelling Units,,635
4819049,Birch Hills County,2012,Dwelling Units,,640
4819049,Birch Hills County,2013,Dwelling Units,,640
4819049,Birch Hills County,2014,Dwelling Units,,648
4819049,Birch Hills County,2015,Dwelling Units,,652
4819049,Birch Hills County,2016,Dwelling Units,,654
4819049,Birch Hills County,2017,Dwelling Units,,655
4819049,Birch Hills County,2018,Dwelling Units,,656
4819049,Birch Hills County,2019,Dwelling Units,,661
4819049,Birch Hills County,2020,Dwelling Units,,661
4819049,Birch Hills County,2021,Dwelling Units,,665
4819049,Birch Hills County,2022,Dwelling Units,,665
4819054,Spirit River No. 133,1994,Dwelling Units,,283
4819054,Spirit River No. 133,1995,Dwelling Units,,283
4819054,Spirit River No. 133,1996,Dwelling Units,,288
4819054,Spirit River No. 133,1997,Dwelling Units,,281
4819054,Spirit River No. 133,1998,Dwelling Units,,281
4819054,Spirit River No. 133,1999,Dwelling Units,,281
4819054,Spirit River No. 133,2000,Dwelling Units,,280
4819054,Spirit River No. 133,2001,Dwelling Units,,302
4819054,Spirit River No. 133,2002,Dwelling Units,,305
4819054,Spirit River No. 133,2003,Dwelling Units,,307
4819054,Spirit River No. 133,2004,Dwelling Units,,300
4819054,Spirit River No. 133,2005,Dwelling Units,,300
4819054,Spirit River No. 133,2006,Dwelling Units,,305
4819054,Spirit River No. 133,2007,Dwelling Units,,289
4819054,Spirit River No. 133,2008,Dwelling Units,,295
4819054,Spirit River No. 133,2009,Dwelling Units,,324
4819054,Spirit River No. 133,2010,Dwelling Units,,299
4819054,Spirit River No. 133,2011,Dwelling Units,,301
4819054,Spirit River No. 133,2012,Dwelling Units,,301
4819054,Spirit River No. 133,2013,Dwelling Units,,301
4819054,Spirit River No. 133,2014,Dwelling Units,,302
4819054,Spirit River No. 133,2015,Dwelling Units,,302
4819054,Spirit River No. 133,2016,Dwelling Units,,308
4819054,Spirit River No. 133,2017,Dwelling Units,,310
4819054,Spirit River No. 133,2018,Dwelling Units,,312
4819054,Spirit River No. 133,2019,Dwelling Units,,316
4819054,Spirit River No. 133,2020,Dwelling Units,,318
4819054,Spirit River No. 133,2021,Dwelling Units,,318
4819054,Spirit River No. 133,2022,Dwelling Units,,318
4819054,Spirit River No. 133,2023,Dwelling Units,,318
4819056,Rycroft,2023,Dwelling Units,,291
4819056,Rycroft,1994,Dwelling Units,,252
4819056,Rycroft,1995,Dwelling Units,,252
4819056,Rycroft,1996,Dwelling Units,,280
4819056,Rycroft,1997,Dwelling Units,,267
4819056,Rycroft,1998,Dwelling Units,,267
4819056,Rycroft,1999,Dwelling Units,,267
4819056,Rycroft,2000,Dwelling Units,,269
4819056,Rycroft,2001,Dwelling Units,,285
4819056,Rycroft,2002,Dwelling Units,,267
4819056,Rycroft,2003,Dwelling Units,,267
4819056,Rycroft,2004,Dwelling Units,,270
4819056,Rycroft,2005,Dwelling Units,,267
4819056,Rycroft,2006,Dwelling Units,,288
4819056,Rycroft,2007,Dwelling Units,,288
4819056,Rycroft,2008,Dwelling Units,,288
4819056,Rycroft,2009,Dwelling Units,,288
4819056,Rycroft,2010,Dwelling Units,,290
4819056,Rycroft,2011,Dwelling Units,,291
4819056,Rycroft,2012,Dwelling Units,,291
4819056,Rycroft,2013,Dwelling Units,,291
4819056,Rycroft,2014,Dwelling Units,,291
4819056,Rycroft,2015,Dwelling Units,,292
4819056,Rycroft,2016,Dwelling Units,,293
4819056,Rycroft,2017,Dwelling Units,,293
4819056,Rycroft,2018,Dwelling Units,,293
4819056,Rycroft,2019,Dwelling Units,,290
4819056,Rycroft,2020,Dwelling Units,,291
4819056,Rycroft,2021,Dwelling Units,,291
4819056,Rycroft,2022,Dwelling Units,,291
4819058,Spirit River,1994,Dwelling Units,,440
4819058,Spirit River,1995,Dwelling Units,,440
4819058,Spirit River,1996,Dwelling Units,,415
4819058,Spirit River,1997,Dwelling Units,,417
4819058,Spirit River,1998,Dwelling Units,,430
4819058,Spirit River,1999,Dwelling Units,,420
4819058,Spirit River,2000,Dwelling Units,,420
4819058,Spirit River,2001,Dwelling Units,,420
4819058,Spirit River,2002,Dwelling Units,,423
4819058,Spirit River,2003,Dwelling Units,,427
4819058,Spirit River,2004,Dwelling Units,,430
4819058,Spirit River,2005,Dwelling Units,,435
4819058,Spirit River,2006,Dwelling Units,,443
4819058,Spirit River,2007,Dwelling Units,,449
4819058,Spirit River,2008,Dwelling Units,,452
4819058,Spirit River,2009,Dwelling Units,,454
4819058,Spirit River,2010,Dwelling Units,,454
4819058,Spirit River,2011,Dwelling Units,,454
